,ID,inchikey,sdftitle,SMILES
9596,NCGC00259684-01,AOHJOMMDDJHIJH-UHFFFAOYSA-N,NCGC00259684-01,CC(N)CN
9597,NCGC00259599-01,NXMXETCTWNXSFG-UHFFFAOYSA-N,NCGC00259599-01,COCC(C)N
9598,NCGC00257835-01,ZWNMRZQYWRLGMM-UHFFFAOYSA-N,NCGC00257835-01,CC(C)(O)CCC(C)(C)O
9599,NCGC00254716-01,KRLBLPBPZSSIGH-CSKARUKUSA-N,NCGC00254716-01,C=CC(C)(O)CC/C=C(\C)CC
9600,NCGC00254693-01,OWBTYPJTUOEWEK-UHFFFAOYSA-N,NCGC00254693-01,CC(O)C(C)O
9601,NCGC00258059-01,WAPNOHKVXSQRPX-UHFFFAOYSA-N,NCGC00258059-01,CC(O)c1ccccc1
9602,NCGC00258551-01,YYTSGNJTASLUOY-UHFFFAOYSA-N,NCGC00258551-01,CC(O)CCl
9603,NCGC00259259-01,IBLKWZIFZMJLFL-UHFFFAOYSA-N,NCGC00259259-01,CC(O)COc1ccccc1
9604,NCGC00257025-01,AZUXKVXMJOIAOF-UHFFFAOYSA-N,NCGC00257025-01,CC(O)COCC(C)O
9605,NCGC00255009-01,IOYNQIMAUDJVEI-BMVIKAAMSA-N,NCGC00255009-01,CC/C(=N\OC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O
9606,NCGC00260500-01,CZKMPDNXOGQMFW-UHFFFAOYSA-N,NCGC00260500-01,CC[Ge](Cl)(CC)CC
9607,NCGC00255208-01,UFLHIIWVXFIJGU-ONEGZZNKSA-N,NCGC00255208-01,CC/C=C/CCO
9608,NCGC00256427-01,VYGQUTWHTHXGQB-FFHKNEKCSA-N,NCGC00256427-01,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
9609,NCGC00256657-01,FMDLEUPBHMCPQV-UHFFFAOYSA-N,NCGC00256657-01,CC=CC(=O)CCCC
9610,NCGC00256202-01,FQXGHZNSUOHCLO-UHFFFAOYSA-N,NCGC00256202-01,CC1(C)C(O)C(C)(C)C1O
9611,NCGC00260520-01,FLHJIAFUWHPJRT-UHFFFAOYSA-N,NCGC00260520-01,CC1=Nc2ccccc2C1(C)C
9612,NCGC00258684-01,KOGSPLLRMRSADR-UHFFFAOYSA-N,NCGC00258684-01,CC1(N)CCC(C(C)(C)N)CC1
9613,NCGC00254914-01,XVOKUMIPKHGGTN-UHFFFAOYSA-N,NCGC00254914-01,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1
9614,NCGC00257282-01,IAIHUHQCLTYTSF-UHFFFAOYSA-N,NCGC00257282-01,CC12CCC(C1)C(C)(C)C2O
9615,NCGC00259469-01,SQNZJJAZBFDUTD-UHFFFAOYSA-N,NCGC00259469-01,Cc1cc(C)c(C)cc1C
9616,NCGC00257264-01,SQNZJJAZBFDUTD-UHFFFAOYSA-N,NCGC00257264-01,Cc1cc(C)c(C)cc1C
9617,NCGC00258670-01,BMIPMKQAAJKBKP-UHFFFAOYSA-N,NCGC00258670-01,Cc1cc(C)c(N)cc1C
9618,NCGC00256639-01,OGRAOKJKVGDSFR-UHFFFAOYSA-N,NCGC00256639-01,Cc1cc(C)c(C)c(O)c1
9619,NCGC00255090-01,OBENDWOJIFFDLZ-UHFFFAOYSA-N,NCGC00255090-01,Cc1cc(C)n(CO)n1
9620,NCGC00256499-01,RHPUJHQBPORFGV-UHFFFAOYSA-N,NCGC00256499-01,Cc1cc(Cl)ccc1O
9621,NCGC00258817-01,JJYPMNFTHPTTDI-UHFFFAOYSA-N,NCGC00258817-01,Cc1cccc(N)c1
9622,NCGC00254415-01,JJYPMNFTHPTTDI-UHFFFAOYSA-N,NCGC00254415-01,Cc1cccc(N)c1
9623,NCGC00253983-01,YCOXTKKNXUZSKD-UHFFFAOYSA-N,NCGC00253983-01,Cc1ccc(O)cc1C
9624,NCGC00256241-01,JZQOJFLIJNRDHK-CMDGGOBGSA-N,NCGC00256241-01,CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C
9625,NCGC00258665-01,URLKBWYHVLBVBO-UHFFFAOYSA-N,NCGC00258665-01,Cc1ccc(C)cc1
9626,NCGC00254916-01,IRLYGRLEBKCYPY-UHFFFAOYSA-N,NCGC00254916-01,Cc1ccc(C)c(S(=O)(=O)O)c1
9627,NCGC00256994-01,QCWXDVFBZVHKLV-UHFFFAOYSA-N,NCGC00256994-01,Cc1ccc(C(C)(C)C)cc1
9628,NCGC00259481-01,HFPZCAJZSCWRBC-UHFFFAOYSA-N,NCGC00259481-01,Cc1ccc(C(C)C)cc1
9629,NCGC00255334-01,XLPDVYGDNRIQFV-UHFFFAOYSA-N,NCGC00255334-01,Cc1ccc(C(C)(C)O)cc1
9630,NCGC00258643-01,LPNBBFKOUUSUDB-UHFFFAOYSA-N,NCGC00258643-01,Cc1ccc(C(=O)O)cc1
9631,NCGC00254317-01,RMBFBMJGBANMMK-UHFFFAOYSA-N,NCGC00254317-01,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
9632,NCGC00255155-01,NCSVCMFDHINRJE-UHFFFAOYSA-N,NCGC00255155-01,Cc1ccc(C(C)c2ccc(C)c(C)c2)cc1C
9633,NCGC00253938-01,KUFFULVDNCHOFZ-UHFFFAOYSA-N,NCGC00253938-01,Cc1ccc(O)c(C)c1
9634,NCGC00256625-01,XOKMRXSMOHCNIX-UHFFFAOYSA-N,NCGC00256625-01,Cc1ccc2c(c1)CCCN2
9635,NCGC00254820-01,MMOXZBCLCQITDF-UHFFFAOYSA-N,NCGC00254820-01,CCN(CC)C(=O)c1cccc(C)c1
9636,NCGC00257895-01,JRLTTZUODKEYDH-UHFFFAOYSA-N,NCGC00257895-01,Cc1cccc2cccnc12
9637,NCGC00254140-01,QWVGKYWNOKOFNN-UHFFFAOYSA-N,NCGC00254140-01,Cc1ccccc1O
9638,NCGC00256097-01,FINHMKGKINIASC-UHFFFAOYSA-N,NCGC00256097-01,Cc1nc(C)c(C)nc1C
9639,NCGC00258868-01,LXBGSDVWAMZHDD-UHFFFAOYSA-N,NCGC00258868-01,Cc1ncc[nH]1
9640,NCGC00257432-01,CXXVJZRGOOIVOD-SANMLTNESA-N,NCGC00257432-01,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
9641,NCGC00257392-01,GRWFGVWFFZKLTI-IUCAKERBSA-N,NCGC00257392-01,CC1=CC[C@H]2C[C@@H]1C2(C)C
9642,NCGC00256665-01,JSVDMQKVGLGYCM-UHFFFAOYSA-N,NCGC00256665-01,CC1(C)COP(Oc2ccccc2)OC1
9643,NCGC00183860-01,SMNOERSLNYGGOU-UHFFFAOYSA-N,NCGC00183860-01,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
9644,NCGC00256796-01,VCOCESNMLNDPLX-JYHUIVOISA-N,NCGC00256796-01,CC1(C)C2CCC3(C2)[C@H]1C(=O)CCC3(C)C
9645,NCGC00258231-01,FDPIMTJIUBPUKL-UHFFFAOYSA-N,NCGC00258231-01,CCC(=O)CC
9646,NCGC00258671-01,PFCHFHIRKBAQGU-UHFFFAOYSA-N,NCGC00258671-01,CCCC(=O)CC
9647,NCGC00255105-01,RHLVCLIPMVJYKS-UHFFFAOYSA-N,NCGC00255105-01,CCCCCC(=O)CC
9648,NCGC00258284-01,RJUFJBKOKNCXHH-UHFFFAOYSA-N,NCGC00258284-01,CCC(=O)OC
9649,NCGC00256024-01,WCIQNYOXLZQQMU-UHFFFAOYSA-N,NCGC00256024-01,CCC(=O)OC(C)c1ccccc1
9650,NCGC00256677-01,FKTSMIXZGPUSJB-UHFFFAOYSA-N,NCGC00256677-01,CCC(=O)OCCOc1ccccc1
9651,NCGC00257472-01,DLHQZZUEERVIGQ-UHFFFAOYSA-N,NCGC00257472-01,CCC(C)(O)CCCC(C)C
9652,NCGC00254956-01,OXQGTIUCKGYOAA-UHFFFAOYSA-N,NCGC00254956-01,CCC(CC)C(=O)O
9653,NCGC00260429-01,UNNGUFMVYQJGTD-UHFFFAOYSA-N,NCGC00260429-01,CCC(C=O)CC
9654,NCGC00256965-01,LGYNIFWIKSEESD-UHFFFAOYSA-N,NCGC00256965-01,CCCCC(C=O)CC
9655,NCGC00254126-01,RWPICVVBGZBXNA-UHFFFAOYSA-N,NCGC00254126-01,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1
9656,NCGC00257701-01,PQBOTZNYFQWRHU-UHFFFAOYSA-N,NCGC00257701-01,CCC(Cl)CCl
9657,NCGC00256061-01,HYFFNAVAMIJUIP-UHFFFAOYSA-N,NCGC00256061-01,CCC(CO)CO
9658,NCGC00256273-01,ZCHHRLHTBGRGOT-SNAWJCMRSA-N,NCGC00256273-01,CCC/C=C/CO
9659,NCGC00258624-01,NBBJYMSMWIIQGU-UHFFFAOYSA-N,NCGC00258624-01,CCC=O
9660,NCGC00258617-01,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,NCGC00258617-01,CCc1ccccc1
9661,NCGC00255959-01,FGIWFCGDPUIBEZ-UHFFFAOYSA-N,NCGC00255959-01,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1
9662,NCGC00257308-01,NQEDLIZOPMNZMC-UHFFFAOYSA-N,NCGC00257308-01,CCCC1CCC(=O)CC1
9663,NCGC00256846-01,FYTRVXSHONWYNE-UHFFFAOYSA-N,NCGC00256846-01,CCCC1CCCC(=O)O1
9664,NCGC00258331-01,VLKZOEOYAKHREP-UHFFFAOYSA-N,NCGC00258331-01,CCCCCC
9665,NCGC00254504-01,FUZZWVXGSFPDMH-UHFFFAOYSA-N,NCGC00254504-01,CCCCCC(=O)O
9666,NCGC00254267-01,MNWFXJYAOYHMED-UHFFFAOYSA-N,NCGC00254267-01,CCCCCCC(=O)O
9667,NCGC00256491-01,FXHGMKSSBGDXIY-UHFFFAOYSA-N,NCGC00256491-01,CCCCCCC=O
9668,NCGC00257442-01,GYHFUZHODSMOHU-UHFFFAOYSA-N,NCGC00257442-01,CCCCCCCCC=O
9669,NCGC00258092-01,KMPQYAYAQWNLME-UHFFFAOYSA-N,NCGC00258092-01,CCCCCCCCCCC=O
9670,NCGC00256101-01,NDJKXXJCMXVBJW-UHFFFAOYSA-N,NCGC00256101-01,CCCCCCCCCCCCCCCCC
9671,NCGC00258010-01,RNHWYOLIEJIAMV-UHFFFAOYSA-N,NCGC00258010-01,CCCCCCCCCCCCCCCl
9672,NCGC00259757-01,XFRVVPUIAFSTFO-UHFFFAOYSA-N,NCGC00259757-01,CCCCCCCCCCCCCO
9673,NCGC00258366-01,ZTEHOZMYMCEYRM-UHFFFAOYSA-N,NCGC00258366-01,CCCCCCCCCCCl
9674,NCGC00259134-01,KJIOQYGWTQBHNH-UHFFFAOYSA-N,NCGC00259134-01,CCCCCCCCCCCO
9675,NCGC00254141-01,MWKFXSUHUHTGQN-UHFFFAOYSA-N,NCGC00254141-01,CCCCCCCCCCO
9676,NCGC00254099-01,KBPLFHHGFOOTCA-UHFFFAOYSA-N,NCGC00254099-01,CCCCCCCCO
9677,NCGC00256022-01,WAITXWGCJQLPGH-UHFFFAOYSA-N,NCGC00256022-01,CCCCCCCCSCC
9678,NCGC00258799-01,BBMCTIGTTCKYKF-UHFFFAOYSA-N,NCGC00258799-01,CCCCCCCO
9679,NCGC00260444-01,CSDTZUBPSYWZDX-UHFFFAOYSA-N,NCGC00260444-01,CCCCCON=O
9680,NCGC00255753-01,JOZDADPMWLVEJK-UHFFFAOYSA-N,NCGC00255753-01,CCCCCSCCCCC
9681,NCGC00254008-01,IMFACGCPASFAPR-UHFFFAOYSA-N,NCGC00254008-01,CCCCN(CCCC)CCCC
9682,NCGC00255913-01,AQSQFWLMFCKKMG-UHFFFAOYSA-N,NCGC00255913-01,CCCCNC(=O)NCCCC
9683,NCGC00255990-01,VSHTWPWTCXQLQN-UHFFFAOYSA-N,NCGC00255990-01,CCCCNc1ccccc1
9684,NCGC00256146-01,WEDIIKBPDQQQJU-UHFFFAOYSA-N,NCGC00256146-01,CCCCS(=O)(=O)Cl
9685,NCGC00254550-01,ZOKXUAHZSKEQSS-UHFFFAOYSA-N,NCGC00254550-01,CCCCSP(=O)(SCCCC)SCCCC
9686,NCGC00256983-01,YEYKMVJDLWJFOA-UHFFFAOYSA-N,NCGC00256983-01,CCCOCCO
9687,NCGC00257651-01,DJCYDDALXPHSHR-UHFFFAOYSA-N,NCGC00257651-01,CCCOCCOCCO
9688,NCGC00255279-01,KRNUKKZDGDAWBF-UHFFFAOYSA-N,NCGC00255279-01,CCN(CCO)c1cccc(C)c1
9689,NCGC00255144-01,XYRTVIAPRQLSOW-UHFFFAOYSA-N,NCGC00255144-01,CCN1CN(CC)CN(CC)C1
9690,NCGC00255702-01,AMRQXHFXNZFDCH-UHFFFAOYSA-N,NCGC00255702-01,CCNC(=O)C(C)OC(=O)Nc1ccccc1
9691,NCGC00259196-01,GUYMMHOQXYZMJQ-UHFFFAOYSA-N,NCGC00259196-01,CCNc1cccc(C)c1
9692,NCGC00254485-01,OJGMBLNIHDZDGS-UHFFFAOYSA-N,NCGC00254485-01,CCNc1ccccc1
9693,NCGC00255069-01,MIJDSYMOBYNHOT-UHFFFAOYSA-N,NCGC00255069-01,CCNCCO
9694,NCGC00255717-01,JCVQKRGIASEUKR-UHFFFAOYSA-N,NCGC00255717-01,CCO[Si](OCC)(OCC)c1ccccc1
9695,NCGC00257154-01,GBQYMXVQHATSCC-UHFFFAOYSA-N,NCGC00257154-01,CCO[Si](CCC#N)(OCC)OCC
9696,NCGC00258997-01,WYTZZXDRDKSJID-UHFFFAOYSA-N,NCGC00258997-01,CCO[Si](CCCN)(OCC)OCC
9697,NCGC00256500-01,CBOQJANXLMLOSS-UHFFFAOYSA-N,NCGC00256500-01,CCOc1cc(C=O)ccc1O
9698,NCGC00255490-01,QZYDOKBVZJLQCK-UHFFFAOYSA-N,NCGC00255490-01,CCOc1ccccc1OCC
9699,NCGC00254064-01,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,NCGC00254064-01,CCOCCO
9700,NCGC00260012-01,DQWPFSLDHJDLRL-UHFFFAOYSA-N,NCGC00260012-01,CCOP(=O)(OCC)OCC
9701,NCGC00257080-01,BDZBKCUKTQZUTL-UHFFFAOYSA-N,NCGC00257080-01,CCOP(OCC)OCC
9702,NCGC00254280-01,BULVZWIRKLYCBC-UHFFFAOYSA-N,NCGC00254280-01,CCOP(=S)(OCC)SCSCC
9703,NCGC00247730-01,MVXGSLGVWBVZCA-UHFFFAOYSA-N,NCGC00247730-01,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C.Cl
9704,NCGC00247692-01,HULCPMREEFWFRE-UHFFFAOYSA-N,NCGC00247692-01,COc1cc(CC(C)N)cc2c1OCO2.Cl
9705,NCGC00168266-02,LUWHVONVCYWRMZ-UHFFFAOYSA-N,NCGC00168266-02,CNC(C)Cc1ccc2c(c1)OCO2.Cl
9706,NCGC00181788-01,XAAOHMIKXULDKJ-LZRHLYMTSA-N,NCGC00181788-01,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@H]12)c1csc(N)n1.Cl
9707,NCGC00256591-01,VKYZDCTWJGBFDW-UHFFFAOYSA-N,NCGC00256591-01,Cc1cc(Cl)ccc1N.Cl
9708,NCGC00258835-01,VKYZDCTWJGBFDW-UHFFFAOYSA-N,NCGC00258835-01,Cc1cc(Cl)ccc1N.Cl
9709,NCGC00257769-01,VDXZPXIEEVOGLV-UHFFFAOYSA-N,NCGC00257769-01,Cc1cccc(N)c1.Cl
9710,NCGC00258073-01,HFXISSJBRAPVLG-UHFFFAOYSA-N,NCGC00258073-01,Cc1ccc(N)c(C)c1.Cl
9711,NCGC00247354-02,AQORHZJDCHLLJN-UHFFFAOYSA-N,NCGC00247354-02,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl
9712,NCGC00255978-01,APVQOOKHDZVJEX-QTPLPEIMSA-N,NCGC00255978-01,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O
9713,NCGC00256207-01,WZFNZVJGDCKNME-RRAJOLSVSA-N,NCGC00256207-01,Cc1cc(Cl)ccc1/N=C/N(C)C.Cl
9714,NCGC00257684-01,SZYJELPVAFJOGJ-UHFFFAOYSA-N,NCGC00257684-01,CN(C)C.Cl
9715,NCGC00247674-01,FVZVSNDNKMOYKF-UHFFFAOYSA-N,NCGC00247674-01,COc1cc(CCN)cc(OC)c1OC.Cl
9716,NCGC00159473-05,ZXKXJHAOUFHNAS-SBSPUUFOSA-N,NCGC00159473-05,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1.Cl
9717,NCGC00259049-01,VQYJLACQFYZHCO-UHFFFAOYSA-N,NCGC00259049-01,COc1ccc(N)cc1.Cl
9718,NCGC00183026-01,LIOJHMDIELWKFZ-OBBOLZQKSA-N,NCGC00183026-01,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N.Cl
9719,NCGC00256673-01,RPAJSBKBKSSMLJ-DFWYDOINSA-N,NCGC00256673-01,Cl.N[C@@H](CCC(=O)O)C(=O)O
9720,NCGC00256703-01,QYRYFNHXARDNFZ-UHFFFAOYSA-N,NCGC00256703-01,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl
9721,NCGC00255774-01,QKNYBSVHEMOAJP-UHFFFAOYSA-N,NCGC00255774-01,Cl.NC(CO)(CO)CO
9722,NCGC00254917-01,WDIHJSXYQDMJHN-UHFFFAOYSA-L,NCGC00254917-01,Cl[Ba]Cl
9723,NCGC00255612-01,JIAARYAFYJHUJI-UHFFFAOYSA-L,NCGC00255612-01,Cl[Zn]Cl
9724,NCGC00260081-01,FYOPSYJKEHWOBR-UHFFFAOYSA-N,NCGC00260081-01,CCCSC(=O)Cl
9725,NCGC00255270-01,GTRSAMFYSUBAGN-UHFFFAOYSA-N,NCGC00255270-01,CC(Cl)COP(=O)(OCC(C)Cl)OCC(C)Cl
9726,NCGC00254060-01,YNJBWRMUSHSURL-UHFFFAOYSA-N,NCGC00254060-01,O=C(O)C(Cl)(Cl)Cl
9727,NCGC00257593-01,VZGDMQKNWNREIO-UHFFFAOYSA-N,NCGC00257593-01,ClC(Cl)(Cl)Cl
9728,NCGC00258120-01,UGCSPKPEHQEOSR-UHFFFAOYSA-N,NCGC00258120-01,FC(Cl)(Cl)C(F)(Cl)Cl
9729,NCGC00259613-01,YRMLFORXOOIJDR-UHFFFAOYSA-N,NCGC00259613-01,C=CCN(CC=C)C(=O)C(Cl)Cl
9730,NCGC00257385-01,YRMLFORXOOIJDR-UHFFFAOYSA-N,NCGC00257385-01,C=CCN(CC=C)C(=O)C(Cl)Cl
9731,NCGC00255842-01,QWWHRELOCZEQNZ-UHFFFAOYSA-N,NCGC00255842-01,O=C(C(Cl)Cl)N1CCOC12CCCCC2
9732,NCGC00254261-01,JXTHNDFMNIQAHM-UHFFFAOYSA-N,NCGC00254261-01,O=C(O)C(Cl)Cl
9733,NCGC00258642-01,CSVFWMMPUJDVKH-UHFFFAOYSA-N,NCGC00258642-01,CC(=O)C(Cl)Cl
9734,NCGC00257628-01,QPFMBZIOSGYJDE-UHFFFAOYSA-N,NCGC00257628-01,ClC(Cl)C(Cl)Cl
9735,NCGC00258599-01,BLZOHTXDDOAASQ-UHFFFAOYSA-N,NCGC00258599-01,ClC1=C(Cl)C1(Cl)Cl
9736,NCGC00257519-01,XZIDTOHMJBOSOX-UHFFFAOYSA-N,NCGC00257519-01,O=C(O)c1c(Cl)ccc(Cl)c1Cl
9737,NCGC00257103-01,YJIRZJAZKDWEIJ-UHFFFAOYSA-N,NCGC00257103-01,O=C(Cl)c1c(Cl)c(Cl)c(C(=O)Cl)c(Cl)c1Cl
9738,NCGC00258405-01,CMVQZRLQEOAYSW-UHFFFAOYSA-N,NCGC00258405-01,O=[N+]([O-])c1cccc(Cl)c1Cl
9739,NCGC00259127-01,DNDPLEAVNVOOQZ-UHFFFAOYSA-N,NCGC00259127-01,Clc1nc(Cl)c(Cl)c(Cl)c1Cl
9740,NCGC00258491-01,IBRBMZRLVYKVRF-UHFFFAOYSA-N,NCGC00258491-01,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl
9741,NCGC00255555-01,IDGRPSMONFWWEK-UHFFFAOYSA-N,NCGC00255555-01,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1C
9742,NCGC00255062-01,PHNUZKMIPFFYSO-UHFFFAOYSA-N,NCGC00255062-01,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1
9743,NCGC00257305-01,QXJKBPAVAHBARF-UHFFFAOYSA-N,NCGC00257305-01,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O
9744,NCGC00255470-01,AKNQMEBLVAMSNZ-UHFFFAOYSA-N,NCGC00255470-01,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1
9745,NCGC00255041-01,MZHCENGPTKEIGP-UHFFFAOYSA-N,NCGC00255041-01,CC(Oc1ccc(Cl)cc1Cl)C(=O)O
9746,NCGC00259112-01,WHOKDONDRZNCBC-UHFFFAOYSA-N,NCGC00259112-01,CC(C)OC(=O)COc1ccc(Cl)cc1Cl
9747,NCGC00254584-01,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,NCGC00254584-01,CC(Oc1cccc(Cl)c1)C(=O)O
9748,NCGC00255423-01,GLDWASBMYWLQGG-UHFFFAOYSA-N,NCGC00255423-01,CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl
9749,NCGC00254103-01,NTBYINQTYWZXLH-UHFFFAOYSA-N,NCGC00254103-01,O=[N+]([O-])c1ccc(Cl)c(Cl)c1
9750,NCGC00257876-01,VPHHJAOJUJHJKD-UHFFFAOYSA-N,NCGC00257876-01,O=C(O)c1ccc(Cl)c(Cl)c1
9751,NCGC00255248-01,ILQGIJDYSLHIOX-UHFFFAOYSA-N,NCGC00255248-01,CC(C)(C)C(=O)CCc1ccc(Cl)cc1
9752,NCGC00253934-01,OCJBOOLMMGQPQU-UHFFFAOYSA-N,NCGC00253934-01,Clc1ccc(Cl)cc1
9753,NCGC00254667-01,NQQBTWVFKDDVIB-UHFFFAOYSA-N,NCGC00254667-01,NCCO.O=C(O)c1nc(Cl)ccc1Cl
9754,NCGC00254650-01,SODPIMGUZLOIPE-UHFFFAOYSA-N,NCGC00254650-01,O=C(O)COc1ccc(Cl)cc1
9755,NCGC00256193-01,JAVRNIFMYIJXIE-UHFFFAOYSA-N,NCGC00256193-01,COC(=O)c1ccccc1Cl
9756,NCGC00254605-01,HOKKPVIRMVDYPB-UVTDQMKNSA-N,NCGC00254605-01,N#C/N=C1\SCCN1Cc1ccc(Cl)nc1
9757,NCGC00254866-01,TXNSZCSYBXHETP-UHFFFAOYSA-N,NCGC00254866-01,O=C(CCl)NCO
9758,NCGC00260528-01,KVMPUXDNESXNOH-UHFFFAOYSA-N,NCGC00260528-01,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
9759,NCGC00257830-01,BRLQWZUYTZBJKN-UHFFFAOYSA-N,NCGC00257830-01,ClCC1CO1
9760,NCGC00260015-01,WSLDOOZREJYCGB-UHFFFAOYSA-N,NCGC00260015-01,ClCCCl
9761,NCGC00254022-01,SZIFAVKTNFCBPC-UHFFFAOYSA-N,NCGC00254022-01,OCCCl
9762,NCGC00257838-01,NLXGURFLBLRZRO-UHFFFAOYSA-N,NCGC00257838-01,ClCCOCOCCCl
9763,NCGC00254139-01,HQUQLFOMPYWACS-UHFFFAOYSA-N,NCGC00254139-01,O=P(OCCCl)(OCCCl)OCCCl
9764,NCGC00259667-01,UDPGUMQDCGORJQ-UHFFFAOYSA-N,NCGC00259667-01,O=P(O)(O)CCCl
9765,NCGC00255033-01,UDPGUMQDCGORJQ-UHFFFAOYSA-N,NCGC00255033-01,O=P(O)(O)CCCl
9766,NCGC00256955-01,YZBOZNXACBQJHI-UHFFFAOYSA-N,NCGC00256955-01,CCOP(=O)(Cl)Cl
9767,NCGC00258268-01,WIVNTNLDTMNDNO-UHFFFAOYSA-N,NCGC00258268-01,CCCCCCCCS(=O)(=O)Cl
9768,NCGC00258423-01,BNODIVYXTGTUPS-UHFFFAOYSA-N,NCGC00258423-01,CCCCC(=O)N(C)C
9769,NCGC00255366-01,VHRUBWHAOUIMDW-UHFFFAOYSA-N,NCGC00255366-01,CCCCCCCC(=O)N(C)C
9770,NCGC00257668-01,HNXNKTMIVROLTK-UHFFFAOYSA-N,NCGC00257668-01,CCCCCCCCCC(=O)N(C)C
9771,NCGC00258811-01,ZMXDDKWLCZADIW-UHFFFAOYSA-N,NCGC00258811-01,CN(C)C=O
9772,NCGC00254056-01,JLTDJTHDQAWBAV-UHFFFAOYSA-N,NCGC00254056-01,CN(C)c1ccccc1
9773,NCGC00256093-01,ICTQUFQQEYSGGJ-UHFFFAOYSA-N,NCGC00256093-01,CN(C)C1CSSSC1.O=C(O)C(=O)O
9774,NCGC00254329-01,UQKAOOAFEFCDGT-UHFFFAOYSA-N,NCGC00254329-01,CCCCCCCCN(C)C
9775,NCGC00255635-01,GDFCSMCGLZFNFY-UHFFFAOYSA-N,NCGC00255635-01,C=C(C)C(=O)NCCCN(C)C
9776,NCGC00256318-01,GNOIPBMMFNIUFM-UHFFFAOYSA-N,NCGC00256318-01,CN(C)P(=O)(N(C)C)N(C)C
9777,NCGC00259711-01,YWBVHLJPRPCRSD-UHFFFAOYSA-N,NCGC00259711-01,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1
9778,NCGC00254095-01,SNICXCGAKADSCV-JTQLQIEISA-N,NCGC00254095-01,CN1CCC[C@H]1c1cccnc1
9779,NCGC00258348-01,MGJKQDOBUOMPEZ-UHFFFAOYSA-N,NCGC00258348-01,CNC(=O)NC
9780,NCGC00259504-01,DUEPRVBVGDRKAG-UHFFFAOYSA-N,NCGC00259504-01,CNC(=O)Oc1cccc2c1OC(C)(C)C2
9781,NCGC00254481-01,DUEPRVBVGDRKAG-UHFFFAOYSA-N,NCGC00254481-01,CNC(=O)Oc1cccc2c1OC(C)(C)C2
9782,NCGC00255832-01,VLCDUOXHFNUCKK-UHFFFAOYSA-N,NCGC00255832-01,CNC(=S)NC
9783,NCGC00256760-01,SEGJNMCIMOLEDM-UHFFFAOYSA-N,NCGC00256760-01,CCCCCCCCNC
9784,NCGC00257482-01,XDLMVUHYZWKMMD-UHFFFAOYSA-N,NCGC00257482-01,C=C(C)C(=O)OCCC[Si](OC)(OC)OC
9785,NCGC00256939-01,QPJVMBTYPHYUOC-UHFFFAOYSA-N,NCGC00256939-01,COC(=O)c1ccccc1
9786,NCGC00259738-01,MUXOBHXGJLMRAB-UHFFFAOYSA-N,NCGC00259738-01,COC(=O)CCC(=O)OC
9787,NCGC00258747-01,SUAUILGSCPYJCS-UHFFFAOYSA-N,NCGC00258747-01,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
9788,NCGC00183841-01,YOKPRDAUBGOISU-UHFFFAOYSA-N,NCGC00183841-01,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC
9789,NCGC00256799-01,BGKAKRUFBSTALK-UHFFFAOYSA-N,NCGC00256799-01,COc1cc(C=O)ccc1OC(=O)C(C)C
