,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
497,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23283934,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '2.0'}]",CHEMBL4837908,Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,c1cc(-c2n[nH]c3ccc(-c4nncn4C4CCCC4)cc23)cc(-n2cnc(C3CC3)c2)c1,,,CHEMBL4837198,Eur J Med Chem,2021.0,"{'bei': '16.68', 'le': '0.30', 'lle': '1.60', 'sei': '9.41'}",CHEMBL4864119,,CHEMBL4864119,7.27,0,http://www.openphacts.org/units/Nanomolar,3622934,=,1,1,=,,IC50,nM,,54.1,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,54.1
498,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23283935,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '2.0'}]",CHEMBL4837908,Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,c1cc(-c2n[nH]c3ccc(-c4nncn4C4CCCCC4)cc23)cc(-n2cnc(C3CC3)c2)c1,,,CHEMBL4837198,Eur J Med Chem,2021.0,"{'bei': '14.71', 'le': '0.27', 'lle': '0.55', 'sei': '8.57'}",CHEMBL4878127,,CHEMBL4878127,6.61,0,http://www.openphacts.org/units/Nanomolar,3622933,=,1,1,=,,IC50,nM,,243.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,243.0
499,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23283936,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '2.0'}]",CHEMBL4837908,Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,c1cc(-c2n[nH]c3ccc(-c4cn[nH]c4)cc23)cc(-n2cnc(C3CC3)c2)c1,,,CHEMBL4837198,Eur J Med Chem,2021.0,"{'bei': '17.91', 'le': '0.32', 'lle': '1.88', 'sei': '8.73'}",CHEMBL4851478,,CHEMBL4851478,6.56,0,http://www.openphacts.org/units/Nanomolar,3622940,=,1,1,=,,IC50,nM,,274.6,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,274.6
500,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23283937,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '2.0'}]",CHEMBL4837908,Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)n1cnnc1-c1ccc2[nH]nc(-c3ccc(N4CCOCC4)c(-n4cnc(C5CC5)c4)c3)c2c1,,,CHEMBL4837198,Eur J Med Chem,2021.0,"{'bei': '15.16', 'le': '0.28', 'lle': '2.53', 'sei': '8.36'}",CHEMBL4859892,,CHEMBL4859892,7.50,0,http://www.openphacts.org/units/Nanomolar,3622941,=,1,1,=,,IC50,nM,,31.8,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,31.8
501,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23283938,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '2.0'}]",CHEMBL4837908,Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cc(N4CCOCC4)cc(-n4cnc(C5CC5)c4)c3)c2c1,,,CHEMBL4837198,Eur J Med Chem,2021.0,"{'bei': '14.40', 'le': '0.26', 'lle': '2.15', 'sei': '7.94'}",CHEMBL4865331,,CHEMBL4865331,7.12,0,http://www.openphacts.org/units/Nanomolar,3622942,=,1,1,=,,IC50,nM,,75.1,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,75.1
502,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23283939,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '2.0'}]",CHEMBL4837908,Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)cc1-n1cnc(C2CC2)c1,,,CHEMBL4837198,Eur J Med Chem,2021.0,"{'bei': '17.11', 'le': '0.31', 'lle': '1.80', 'sei': '9.38'}",CHEMBL4861520,,CHEMBL4861520,7.25,0,http://www.openphacts.org/units/Nanomolar,3622943,=,1,1,=,,IC50,nM,,56.9,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,56.9
503,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23283940,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '2.0'}]",CHEMBL4837908,Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)cc(-n2cnc(C3CC3)c2)c1,,,CHEMBL4837198,Eur J Med Chem,2021.0,"{'bei': '16.64', 'le': '0.30', 'lle': '2.17', 'sei': '8.46'}",CHEMBL4878227,,CHEMBL4878227,7.31,0,http://www.openphacts.org/units/Nanomolar,3622944,=,1,1,=,,IC50,nM,,48.6,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,48.6
504,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23283941,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '2.0'}]",CHEMBL4837908,Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-n2cnc(C3CC3)c2)cc1-c1n[nH]c2ccc(-c3nncn3C(C)C)cc12,,,CHEMBL4837198,Eur J Med Chem,2021.0,"{'bei': '14.95', 'le': '0.27', 'lle': '1.43', 'sei': '7.60'}",CHEMBL4873179,,CHEMBL4873179,6.57,0,http://www.openphacts.org/units/Nanomolar,3622945,=,1,1,=,,IC50,nM,,270.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,270.0
505,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23283942,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '2.0'}]",CHEMBL4837908,Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(C)n1cc(-c2cncc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1,,,CHEMBL4837198,Eur J Med Chem,2021.0,"{'bei': '14.82', 'le': '0.27', 'lle': '1.68', 'sei': '6.60'}",CHEMBL4852798,,CHEMBL4852798,6.56,0,http://www.openphacts.org/units/Nanomolar,3622946,=,1,1,=,,IC50,nM,,277.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,277.0
523,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316555,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)CO)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '22.82', 'le': '0.43', 'lle': '7.26', 'sei': '6.80'}",CHEMBL4865259,,CHEMBL4865259,8.15,0,http://www.openphacts.org/units/Nanomolar,3629015,=,1,1,=,,IC50,nM,,7.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,7.0
524,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316556,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@@H](C)n1cnnc1-c1cccc(NC(=O)c2cn(C)nc2OC)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '20.22', 'le': '0.38', 'lle': '5.97', 'sei': '6.89'}",CHEMBL4867144,,CHEMBL4867144,7.51,0,http://www.openphacts.org/units/Nanomolar,3629016,=,1,1,=,,IC50,nM,,31.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,31.0
525,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316557,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H](C)n1cnnc1-c1cccc(NC(=O)c2cn(C)nc2OC)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '19.81', 'le': '0.37', 'lle': '5.82', 'sei': '6.75'}",CHEMBL4867281,,CHEMBL4867281,7.36,0,http://www.openphacts.org/units/Nanomolar,3629017,=,1,1,=,,IC50,nM,,44.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,44.0
526,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316558,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H]2CCOC2)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '21.92', 'le': '0.41', 'lle': '6.80', 'sei': '7.43'}",CHEMBL4848618,,CHEMBL4848618,8.10,0,http://www.openphacts.org/units/Nanomolar,3629018,=,1,1,=,,IC50,nM,,8.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,8.0
527,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316559,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H]2CCOC2)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '22.47', 'le': '0.42', 'lle': '7.00', 'sei': '7.62'}",CHEMBL4860731,,CHEMBL4860731,8.30,0,http://www.openphacts.org/units/Nanomolar,3629019,=,1,1,=,,IC50,nM,,5.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,5.0
528,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316560,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '20.35', 'le': '0.39', 'lle': '5.59', 'sei': '8.07'}",CHEMBL4857053,,CHEMBL4857053,8.05,0,http://www.openphacts.org/units/Nanomolar,3629020,=,1,1,=,,IC50,nM,,9.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,9.0
529,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316561,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '21.56', 'le': '0.42', 'lle': '6.06', 'sei': '8.54'}",CHEMBL4860819,,CHEMBL4860819,8.52,0,http://www.openphacts.org/units/Nanomolar,3629021,=,1,1,=,,IC50,nM,,3.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,3.0
530,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316562,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H](C)C(F)(F)F)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '17.77', 'le': '0.34', 'lle': '4.57', 'sei': '7.04'}",CHEMBL4863056,,CHEMBL4863056,7.03,0,http://www.openphacts.org/units/Nanomolar,3629022,=,1,1,=,,IC50,nM,,94.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,94.0
531,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316563,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H](C)C(F)F)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '19.69', 'le': '0.38', 'lle': '5.27', 'sei': '7.45'}",CHEMBL4864439,,CHEMBL4864439,7.43,0,http://www.openphacts.org/units/Nanomolar,3629023,=,1,1,=,,IC50,nM,,37.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,37.0
532,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316564,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)F)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '21.79', 'le': '0.42', 'lle': '6.06', 'sei': '8.24'}",CHEMBL4878163,,CHEMBL4878163,8.22,0,http://www.openphacts.org/units/Nanomolar,3629024,=,1,1,=,,IC50,nM,,6.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,6.0
533,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316565,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2(C(F)(F)F)CC2)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '22.09', 'le': '0.42', 'lle': '6.61', 'sei': '9.02'}",CHEMBL4868362,,CHEMBL4868362,9.00,0,http://www.openphacts.org/units/Nanomolar,3629025,=,1,1,=,,IC50,nM,,1.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,1.0
534,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316566,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CC(F)(F)C2)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '19.77', 'le': '0.38', 'lle': '5.40', 'sei': '7.72'}",CHEMBL4860716,,CHEMBL4860716,7.70,0,http://www.openphacts.org/units/Nanomolar,3629026,=,1,1,=,,IC50,nM,,20.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,20.0
535,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316567,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CCC2(F)F)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '21.32', 'le': '0.40', 'lle': '6.00', 'sei': '8.32'}",CHEMBL4876558,,CHEMBL4876558,8.30,0,http://www.openphacts.org/units/Nanomolar,3629027,=,1,1,=,,IC50,nM,,5.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,5.0
536,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23316568,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '140.0'}]",CHEMBL4845477,Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,CCn1cc(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)c(OC)n1,,,CHEMBL4842388,J Med Chem,2021.0,"{'bei': '21.25', 'le': '0.41', 'lle': '5.76', 'sei': '8.72'}",CHEMBL4857751,,CHEMBL4857751,8.70,0,http://www.openphacts.org/units/Nanomolar,3629028,=,1,1,=,,IC50,nM,,2.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,2.0
